order_item_id,order_id,menu_item_id,item_name,category,quantity,unit_price,line_total
65,100021,44,Milkshake,Beverage,1,5.45,5.45
66,100021,23,Veggie Stir Fry,Entree,2,20.27,40.54
67,100021,54,Side Salad,Side,1,8.91,8.91
68,100021,60,Espresso (Vegan),Beverage,1,3.56,3.56
69,100021,18,Mushroom Swiss Burger,Entree,1,23.77,23.77
70,100022,43,Sparkling Water,Beverage,1,4.73,4.73
71,100022,39,Espresso,Beverage,1,9.73,9.73
72,100022,27,Falafel Plate,Entree,1,15.13,15.13
73,100022,22,Salmon Bowl,Entree,1,26.89,26.89
74,100023,45,Kids Mac & Cheese,Kids,1,6.31,6.31
75,100023,11,Greek Salad,Salad,1,9.58,9.58
76,100023,15,Margherita Pizza,Entree,1,25.54,25.54
77,100024,16,BBQ Chicken Pizza,Entree,1,24.39,24.39
78,100024,39,Espresso,Beverage,1,10.01,10.01
79,100024,15,Margherita Pizza,Entree,1,26.04,26.04
80,100024,23,Veggie Stir Fry,Entree,1,19.23,19.23
81,100024,24,Chicken Parmesan,Entree,1,16.43,16.43
82,100024,18,Mushroom Swiss Burger,Entree,1,24.04,24.04
83,100025,18,Mushroom Swiss Burger,Entree,1,24.88,24.88
84,100025,36,Iced Tea,Beverage,1,7.51,7.51
85,100026,4,Buffalo Wings,Appetizer,1,7.84,7.84
86,100026,57,Bruschetta (Vegan),Appetizer,1,12.68,12.68
87,100026,26,Shrimp Scampi,Entree,1,19.7,19.7
88,100026,22,Salmon Bowl,Entree,1,26.44,26.44
89,100027,39,Espresso,Beverage,1,10.37,10.37
90,100027,25,Short Rib Sandwich,Entree,1,31.66,31.66
91,100028,14,Caprese Salad,Salad,1,9.49,9.49
92,100028,44,Milkshake,Beverage,1,5.58,5.58
93,100028,37,Lemonade,Beverage,2,10.07,20.14
94,100028,42,White Wine Glass,Beverage,1,3.31,3.31
95,100028,4,Buffalo Wings,Appetizer,1,7.6,7.6
96,100029,43,Sparkling Water,Beverage,2,4.89,9.78
97,100029,31,Apple Pie,Dessert,1,10.69,10.69
98,100029,37,Lemonade,Beverage,1,9.67,9.67
99,100029,17,Cheeseburger,Entree,1,17.19,17.19
100,100029,60,Espresso (Vegan),Beverage,1,3.7,3.7
101,100030,1,Garlic Knots,Appetizer,1,10.81,10.81
102,100030,59,Craft Coffee (Spicy),Beverage,1,10.02,10.02
103,100030,37,Lemonade,Beverage,1,9.83,9.83
104,100031,44,Milkshake,Beverage,1,5.49,5.49
105,100031,15,Margherita Pizza,Entree,1,26.0,26.0
106,100032,31,Apple Pie,Dessert,1,10.95,10.95
107,100032,24,Chicken Parmesan,Entree,1,15.68,15.68
108,100032,41,Red Wine Glass,Beverage,1,8.67,8.67
109,100033,60,Espresso (Vegan),Beverage,1,3.6,3.6
110,100033,38,Craft Coffee,Beverage,1,8.3,8.3
111,100033,20,Chicken Alfredo,Entree,1,13.33,13.33
112,100034,15,Margherita Pizza,Entree,1,25.37,25.37
113,100034,23,Veggie Stir Fry,Entree,1,19.87,19.87
114,100035,2,Crispy Calamari,Appetizer,1,6.34,6.34
115,100035,23,Veggie Stir Fry,Entree,1,20.08,20.08
116,100035,1,Garlic Knots,Appetizer,1,10.8,10.8
117,100036,8,Deviled Eggs,Appetizer,2,6.93,13.86
118,100037,13,Kale Crunch Salad,Salad,1,8.28,8.28
119,100037,24,Chicken Parmesan,Entree,1,15.9,15.9
120,100037,8,Deviled Eggs,Appetizer,1,6.61,6.61
121,100037,52,Side Rice,Side,2,4.42,8.84
122,100038,3,Loaded Nachos,Appetizer,1,7.92,7.92
123,100038,23,Veggie Stir Fry,Entree,1,19.95,19.95
124,100038,28,Beef Ramen,Entree,2,15.47,30.94
125,100038,40,IPA Pint,Beverage,2,7.53,15.06
126,100038,57,Bruschetta (Vegan),Appetizer,1,13.24,13.24
127,100038,53,Coleslaw,Side,1,4.72,4.72
128,100039,20,Chicken Alfredo,Entree,1,13.48,13.48
129,100039,39,Espresso,Beverage,1,10.2,10.2
130,100040,16,BBQ Chicken Pizza,Entree,1,24.24,24.24
131,100040,4,Buffalo Wings,Appetizer,1,7.88,7.88
132,100040,2,Crispy Calamari,Appetizer,1,6.07,6.07
133,100041,41,Red Wine Glass,Beverage,1,8.53,8.53
134,100041,30,Cheesecake,Dessert,1,9.46,9.46
135,100041,51,Seasonal Veggies,Side,1,5.46,5.46
136,100042,8,Deviled Eggs,Appetizer,1,6.65,6.65
137,100043,16,BBQ Chicken Pizza,Entree,1,24.25,24.25
138,100043,59,Craft Coffee (Spicy),Beverage,2,9.7,19.4
139,100044,59,Craft Coffee (Spicy),Beverage,1,9.67,9.67
140,100044,28,Beef Ramen,Entree,1,14.95,14.95
141,100044,38,Craft Coffee,Beverage,2,7.81,15.62
142,100044,58,Brownie Skillet (Extra Sauce),Dessert,1,8.3,8.3
143,100044,25,Short Rib Sandwich,Entree,1,30.9,30.9
144,100044,41,Red Wine Glass,Beverage,1,8.81,8.81
145,100045,40,IPA Pint,Beverage,1,7.81,7.81
146,100045,20,Chicken Alfredo,Entree,1,13.67,13.67
147,100045,21,Ribeye Steak,Entree,1,28.98,28.98
148,100045,43,Sparkling Water,Beverage,1,4.93,4.93
149,100046,29,Chocolate Cake,Dessert,1,11.28,11.28
150,100046,17,Cheeseburger,Entree,1,17.16,17.16
151,100046,27,Falafel Plate,Entree,2,15.32,30.64
152,100046,20,Chicken Alfredo,Entree,1,13.14,13.14
153,100047,1,Garlic Knots,Appetizer,1,10.96,10.96
154,100047,21,Ribeye Steak,Entree,1,29.06,29.06
155,100047,17,Cheeseburger,Entree,1,17.86,17.86
156,100048,13,Kale Crunch Salad,Salad,1,8.15,8.15
157,100048,24,Chicken Parmesan,Entree,2,15.72,31.44
158,100049,24,Chicken Parmesan,Entree,1,16.41,16.41
159,100049,15,Margherita Pizza,Entree,1,25.65,25.65
160,100049,27,Falafel Plate,Entree,1,14.5,14.5
161,100049,26,Shrimp Scampi,Entree,1,19.22,19.22
162,100050,20,Chicken Alfredo,Entree,1,13.13,13.13
163,100051,20,Chicken Alfredo,Entree,1,12.98,12.98
164,100051,25,Short Rib Sandwich,Entree,1,30.87,30.87
165,100051,21,Ribeye Steak,Entree,1,29.01,29.01
166,100052,21,Ribeye Steak,Entree,1,28.36,28.36
167,100052,4,Buffalo Wings,Appetizer,1,7.75,7.75
168,100052,38,Craft Coffee,Beverage,2,8.15,16.3
169,100052,25,Short Rib Sandwich,Entree,1,30.75,30.75
170,100052,19,Fish Tacos,Entree,1,29.71,29.71
171,100053,16,BBQ Chicken Pizza,Entree,1,23.02,23.02
172,100053,43,Sparkling Water,Beverage,1,4.9,4.9
173,100054,19,Fish Tacos,Entree,1,28.17,28.17
174,100054,15,Margherita Pizza,Entree,1,26.11,26.11
175,100054,41,Red Wine Glass,Beverage,2,8.65,17.3
176,100054,14,Caprese Salad,Salad,1,9.27,9.27
177,100055,59,Craft Coffee (Spicy),Beverage,1,9.8,9.8
178,100055,19,Fish Tacos,Entree,2,29.63,59.26
179,100055,20,Chicken Alfredo,Entree,2,12.87,25.74
180,100056,60,Espresso (Vegan),Beverage,1,3.46,3.46
181,100056,41,Red Wine Glass,Beverage,1,8.75,8.75
182,100056,28,Beef Ramen,Entree,1,15.4,15.4
183,100057,17,Cheeseburger,Entree,1,17.85,17.85
184,100057,43,Sparkling Water,Beverage,2,4.97,9.94
185,100057,19,Fish Tacos,Entree,1,29.8,29.8
186,100057,15,Margherita Pizza,Entree,1,26.4,26.4
187,100058,37,Lemonade,Beverage,1,9.67,9.67
188,100058,21,Ribeye Steak,Entree,1,29.56,29.56
189,100059,23,Veggie Stir Fry,Entree,1,20.18,20.18
190,100059,6,Spinach Artichoke Dip,Appetizer,1,10.86,10.86
191,100059,46,Kids Chicken Tenders,Kids,1,7.08,7.08
192,100060,39,Espresso,Beverage,1,9.72,9.72
193,100060,16,BBQ Chicken Pizza,Entree,1,23.69,23.69
194,100060,42,White Wine Glass,Beverage,1,3.47,3.47
195,100060,36,Iced Tea,Beverage,1,7.59,7.59
196,100061,5,Bruschetta,Appetizer,2,11.09,22.18
197,100061,10,House Greens,Salad,1,8.44,8.44
198,100061,18,Mushroom Swiss Burger,Entree,1,25.4,25.4
199,100062,60,Espresso (Vegan),Beverage,1,3.68,3.68
200,100062,19,Fish Tacos,Entree,1,28.26,28.26
201,100062,38,Craft Coffee,Beverage,1,7.95,7.95
202,100063,20,Chicken Alfredo,Entree,1,13.6,13.6
203,100063,36,Iced Tea,Beverage,1,7.58,7.58
204,100064,17,Cheeseburger,Entree,1,16.96,16.96
205,100064,5,Bruschetta,Appetizer,1,11.29,11.29
206,100065,25,Short Rib Sandwich,Entree,2,31.91,63.82
207,100065,7,Mozzarella Sticks,Appetizer,1,12.36,12.36
208,100065,4,Buffalo Wings,Appetizer,1,7.87,7.87
209,100066,35,House Soda,Beverage,1,6.15,6.15
210,100066,5,Bruschetta,Appetizer,1,11.43,11.43
211,100067,48,Kids Burger,Kids,1,7.25,7.25
212,100067,41,Red Wine Glass,Beverage,1,8.82,8.82
213,100067,13,Kale Crunch Salad,Salad,1,8.42,8.42
214,100068,37,Lemonade,Beverage,1,9.67,9.67
215,100068,39,Espresso,Beverage,1,10.09,10.09
216,100069,17,Cheeseburger,Entree,1,17.33,17.33
217,100069,26,Shrimp Scampi,Entree,1,20.13,20.13
218,100069,41,Red Wine Glass,Beverage,1,8.47,8.47
219,100070,19,Fish Tacos,Entree,1,28.33,28.33
220,100071,16,BBQ Chicken Pizza,Entree,1,23.16,23.16
221,100071,25,Short Rib Sandwich,Entree,1,31.72,31.72
222,100072,23,Veggie Stir Fry,Entree,1,19.89,19.89
223,100073,16,BBQ Chicken Pizza,Entree,1,23.49,23.49
224,100073,6,Spinach Artichoke Dip,Appetizer,1,11.05,11.05
225,100073,26,Shrimp Scampi,Entree,1,19.98,19.98
226,100073,37,Lemonade,Beverage,1,9.78,9.78
227,100073,5,Bruschetta,Appetizer,1,11.15,11.15
228,100073,27,Falafel Plate,Entree,1,14.88,14.88
229,100074,6,Spinach Artichoke Dip,Appetizer,1,10.7,10.7
230,100074,40,IPA Pint,Beverage,1,7.49,7.49
231,100075,27,Falafel Plate,Entree,2,14.7,29.4
232,100075,29,Chocolate Cake,Dessert,1,10.95,10.95
233,100076,39,Espresso,Beverage,1,10.2,10.2
234,100076,60,Espresso (Vegan),Beverage,1,3.68,3.68
235,100077,60,Espresso (Vegan),Beverage,1,3.52,3.52
236,100077,59,Craft Coffee (Spicy),Beverage,1,9.77,9.77
237,100077,44,Milkshake,Beverage,1,5.42,5.42
238,100078,10,House Greens,Salad,1,8.28,8.28
239,100078,58,Brownie Skillet (Extra Sauce),Dessert,1,8.22,8.22
240,100078,1,Garlic Knots,Appetizer,1,10.66,10.66
241,100078,42,White Wine Glass,Beverage,1,3.38,3.38
242,100079,23,Veggie Stir Fry,Entree,3,19.52,58.56
243,100079,59,Craft Coffee (Spicy),Beverage,1,10.02,10.02
244,100080,28,Beef Ramen,Entree,1,14.88,14.88
245,100080,25,Short Rib Sandwich,Entree,2,32.55,65.1
246,100081,57,Bruschetta (Vegan),Appetizer,1,13.03,13.03
247,100081,34,Brownie Skillet,Dessert,2,12.27,24.54
248,100081,27,Falafel Plate,Entree,1,15.01,15.01
249,100081,38,Craft Coffee,Beverage,2,8.3,16.6
250,100082,23,Veggie Stir Fry,Entree,1,19.66,19.66
251,100082,43,Sparkling Water,Beverage,1,4.85,4.85
252,100082,44,Milkshake,Beverage,1,5.46,5.46
253,100083,24,Chicken Parmesan,Entree,1,16.34,16.34
254,100083,41,Red Wine Glass,Beverage,3,8.88,26.64
255,100083,9,Caesar Salad,Salad,1,11.09,11.09
256,100083,22,Salmon Bowl,Entree,1,26.37,26.37
257,100083,27,Falafel Plate,Entree,2,14.88,29.76
258,100084,37,Lemonade,Beverage,1,9.74,9.74
259,100085,3,Loaded Nachos,Appetizer,1,8.24,8.24
260,100085,38,Craft Coffee,Beverage,1,8.24,8.24
261,100086,57,Bruschetta (Vegan),Appetizer,1,13.28,13.28
262,100086,22,Salmon Bowl,Entree,1,26.14,26.14
263,100086,18,Mushroom Swiss Burger,Entree,1,25.21,25.21
264,100086,7,Mozzarella Sticks,Appetizer,1,12.69,12.69
265,100087,17,Cheeseburger,Entree,1,17.06,17.06
266,100088,60,Espresso (Vegan),Beverage,1,3.48,3.48
267,100088,39,Espresso,Beverage,1,9.92,9.92
268,100088,42,White Wine Glass,Beverage,1,3.45,3.45
269,100089,34,Brownie Skillet,Dessert,1,11.8,11.8
270,100089,23,Veggie Stir Fry,Entree,1,19.91,19.91
271,100089,36,Iced Tea,Beverage,1,7.74,7.74
272,100090,25,Short Rib Sandwich,Entree,1,30.68,30.68
273,100090,46,Kids Chicken Tenders,Kids,1,7.48,7.48
274,100090,11,Greek Salad,Salad,1,10.0,10.0
275,100090,20,Chicken Alfredo,Entree,1,13.59,13.59
276,100090,42,White Wine Glass,Beverage,2,3.47,6.94
277,100090,3,Loaded Nachos,Appetizer,1,7.89,7.89
278,100091,9,Caesar Salad,Salad,1,10.86,10.86
279,100091,15,Margherita Pizza,Entree,1,25.19,25.19
280,100091,29,Chocolate Cake,Dessert,1,11.19,11.19
281,100091,42,White Wine Glass,Beverage,1,3.45,3.45
282,100092,40,IPA Pint,Beverage,2,7.96,15.92
283,100092,41,Red Wine Glass,Beverage,1,8.83,8.83
284,100092,43,Sparkling Water,Beverage,1,4.78,4.78
285,100092,42,White Wine Glass,Beverage,1,3.47,3.47
286,100093,57,Bruschetta (Vegan),Appetizer,1,13.2,13.2
287,100093,58,Brownie Skillet (Extra Sauce),Dessert,1,8.02,8.02
288,100093,59,Craft Coffee (Spicy),Beverage,1,9.4,9.4
289,100094,27,Falafel Plate,Entree,1,15.42,15.42
290,100094,38,Craft Coffee,Beverage,1,8.2,8.2
291,100095,38,Craft Coffee,Beverage,1,8.22,8.22
292,100095,18,Mushroom Swiss Burger,Entree,1,24.81,24.81
293,100095,35,House Soda,Beverage,2,6.3,12.6
294,100096,23,Veggie Stir Fry,Entree,1,19.94,19.94
295,100096,20,Chicken Alfredo,Entree,1,13.57,13.57
296,100096,24,Chicken Parmesan,Entree,1,16.02,16.02
297,100097,24,Chicken Parmesan,Entree,2,15.78,31.56
298,100097,19,Fish Tacos,Entree,1,28.78,28.78
299,100098,6,Spinach Artichoke Dip,Appetizer,1,10.57,10.57
300,100099,28,Beef Ramen,Entree,2,15.17,30.34
301,100100,23,Veggie Stir Fry,Entree,1,20.28,20.28
302,100100,4,Buffalo Wings,Appetizer,1,7.48,7.48
303,100100,22,Salmon Bowl,Entree,1,26.84,26.84
304,100100,21,Ribeye Steak,Entree,1,29.47,29.47
305,100101,42,White Wine Glass,Beverage,2,3.52,7.04
306,100101,2,Crispy Calamari,Appetizer,1,6.46,6.46
307,100101,22,Salmon Bowl,Entree,1,27.55,27.55
308,100101,4,Buffalo Wings,Appetizer,1,7.86,7.86
309,100101,21,Ribeye Steak,Entree,1,29.54,29.54
310,100102,20,Chicken Alfredo,Entree,1,13.08,13.08
311,100102,38,Craft Coffee,Beverage,1,7.91,7.91
312,100102,29,Chocolate Cake,Dessert,1,11.44,11.44
313,100102,45,Kids Mac & Cheese,Kids,1,6.57,6.57
314,100103,59,Craft Coffee (Spicy),Beverage,1,9.91,9.91
315,100103,38,Craft Coffee,Beverage,1,7.98,7.98
316,100103,37,Lemonade,Beverage,1,9.6,9.6
317,100104,17,Cheeseburger,Entree,1,17.29,17.29
318,100104,8,Deviled Eggs,Appetizer,1,6.87,6.87
319,100104,6,Spinach Artichoke Dip,Appetizer,2,11.24,22.48
320,100105,28,Beef Ramen,Entree,1,15.02,15.02
321,100105,26,Shrimp Scampi,Entree,1,19.83,19.83
322,100105,13,Kale Crunch Salad,Salad,1,8.11,8.11
323,100106,42,White Wine Glass,Beverage,1,3.47,3.47
324,100107,26,Shrimp Scampi,Entree,2,20.27,40.54
325,100107,22,Salmon Bowl,Entree,1,27.02,27.02
326,100107,23,Veggie Stir Fry,Entree,1,19.82,19.82
327,100108,16,BBQ Chicken Pizza,Entree,2,23.16,46.32
328,100108,42,White Wine Glass,Beverage,1,3.32,3.32
329,100108,37,Lemonade,Beverage,1,9.69,9.69
330,100108,22,Salmon Bowl,Entree,1,26.61,26.61
331,100108,44,Milkshake,Beverage,1,5.57,5.57
332,100109,37,Lemonade,Beverage,2,9.9,19.8
333,100109,22,Salmon Bowl,Entree,1,26.67,26.67
334,100109,38,Craft Coffee,Beverage,1,7.8,7.8
335,100109,42,White Wine Glass,Beverage,1,3.44,3.44
336,100109,41,Red Wine Glass,Beverage,1,8.81,8.81
337,100109,44,Milkshake,Beverage,1,5.32,5.32
338,100110,41,Red Wine Glass,Beverage,1,8.54,8.54
339,100110,28,Beef Ramen,Entree,2,15.44,30.88
340,100110,5,Bruschetta,Appetizer,1,11.48,11.48
341,100110,43,Sparkling Water,Beverage,1,4.73,4.73
342,100111,60,Espresso (Vegan),Beverage,1,3.55,3.55
343,100112,60,Espresso (Vegan),Beverage,1,3.53,3.53
344,100112,22,Salmon Bowl,Entree,1,27.27,27.27
345,100112,28,Beef Ramen,Entree,1,15.54,15.54
346,100112,16,BBQ Chicken Pizza,Entree,1,23.87,23.87
347,100113,12,Cobb Salad,Salad,1,11.56,11.56
348,100113,16,BBQ Chicken Pizza,Entree,1,24.17,24.17
349,100113,36,Iced Tea,Beverage,2,7.47,14.94
350,100113,19,Fish Tacos,Entree,1,29.73,29.73
351,100113,37,Lemonade,Beverage,1,9.61,9.61
352,100114,7,Mozzarella Sticks,Appetizer,1,12.42,12.42
353,100114,57,Bruschetta (Vegan),Appetizer,1,13.15,13.15
354,100114,15,Margherita Pizza,Entree,1,26.09,26.09
355,100115,47,Kids Cheese Pizza,Kids,1,6.64,6.64
356,100115,23,Veggie Stir Fry,Entree,1,19.44,19.44
357,100115,35,House Soda,Beverage,1,6.3,6.3
358,100115,18,Mushroom Swiss Burger,Entree,1,24.8,24.8
359,100116,28,Beef Ramen,Entree,1,14.64,14.64
360,100116,39,Espresso,Beverage,1,10.09,10.09
361,100116,56,Tiramisu (Small),Dessert,1,10.22,10.22
362,100116,17,Cheeseburger,Entree,1,17.19,17.19
363,100116,36,Iced Tea,Beverage,2,7.75,15.5
364,100116,6,Spinach Artichoke Dip,Appetizer,1,11.13,11.13
365,100117,35,House Soda,Beverage,1,6.21,6.21
366,100117,54,Side Salad,Side,1,8.9,8.9
367,100118,38,Craft Coffee,Beverage,1,8.3,8.3
368,100118,47,Kids Cheese Pizza,Kids,1,6.49,6.49
369,100118,28,Beef Ramen,Entree,1,15.1,15.1
370,100118,17,Cheeseburger,Entree,1,17.77,17.77
371,100118,6,Spinach Artichoke Dip,Appetizer,1,10.61,10.61
372,100118,43,Sparkling Water,Beverage,1,4.82,4.82
373,100119,44,Milkshake,Beverage,1,5.36,5.36
374,100119,4,Buffalo Wings,Appetizer,1,7.41,7.41
375,100119,1,Garlic Knots,Appetizer,1,10.59,10.59
376,100119,26,Shrimp Scampi,Entree,1,19.28,19.28
377,100120,19,Fish Tacos,Entree,1,29.22,29.22
378,100120,60,Espresso (Vegan),Beverage,1,3.49,3.49
379,100120,37,Lemonade,Beverage,2,9.64,19.28
380,100120,25,Short Rib Sandwich,Entree,1,30.86,30.86
381,100121,41,Red Wine Glass,Beverage,1,8.48,8.48
382,100121,23,Veggie Stir Fry,Entree,1,20.0,20.0
383,100121,40,IPA Pint,Beverage,2,7.5,15.0
384,100121,43,Sparkling Water,Beverage,1,5.0,5.0
385,100122,16,BBQ Chicken Pizza,Entree,1,24.16,24.16
386,100122,19,Fish Tacos,Entree,1,28.02,28.02
387,100122,8,Deviled Eggs,Appetizer,1,6.82,6.82
388,100122,18,Mushroom Swiss Burger,Entree,1,24.75,24.75
389,100123,44,Milkshake,Beverage,1,5.41,5.41
390,100124,50,Sweet Potato Fries,Side,2,5.2,10.4
391,100124,15,Margherita Pizza,Entree,1,25.35,25.35
392,100125,40,IPA Pint,Beverage,1,7.58,7.58
393,100125,22,Salmon Bowl,Entree,1,26.44,26.44
394,100125,41,Red Wine Glass,Beverage,1,9.0,9.0
395,100126,5,Bruschetta,Appetizer,1,11.09,11.09
396,100126,29,Chocolate Cake,Dessert,1,11.29,11.29
397,100126,21,Ribeye Steak,Entree,1,28.24,28.24
398,100126,40,IPA Pint,Beverage,2,7.94,15.88
399,100127,59,Craft Coffee (Spicy),Beverage,1,10.03,10.03
400,100127,42,White Wine Glass,Beverage,1,3.37,3.37
401,100128,31,Apple Pie,Dessert,1,10.63,10.63
402,100128,23,Veggie Stir Fry,Entree,1,19.85,19.85
403,100129,15,Margherita Pizza,Entree,1,26.25,26.25
404,100129,4,Buffalo Wings,Appetizer,1,7.75,7.75
405,100129,18,Mushroom Swiss Burger,Entree,1,24.14,24.14
406,100129,3,Loaded Nachos,Appetizer,1,8.23,8.23
407,100130,1,Garlic Knots,Appetizer,1,10.96,10.96
408,100130,22,Salmon Bowl,Entree,2,26.81,53.62
409,100130,40,IPA Pint,Beverage,1,7.85,7.85
410,100130,19,Fish Tacos,Entree,1,29.18,29.18
411,100131,17,Cheeseburger,Entree,1,16.96,16.96
412,100131,40,IPA Pint,Beverage,1,7.56,7.56
413,100132,16,BBQ Chicken Pizza,Entree,1,24.07,24.07
414,100132,12,Cobb Salad,Salad,1,11.42,11.42
415,100132,24,Chicken Parmesan,Entree,1,16.47,16.47
416,100133,12,Cobb Salad,Salad,1,11.32,11.32
417,100134,26,Shrimp Scampi,Entree,1,19.07,19.07
418,100134,18,Mushroom Swiss Burger,Entree,1,24.64,24.64
419,100134,29,Chocolate Cake,Dessert,2,10.94,21.88
420,100135,60,Espresso (Vegan),Beverage,1,3.55,3.55
421,100135,17,Cheeseburger,Entree,2,17.96,35.92
422,100135,59,Craft Coffee (Spicy),Beverage,1,9.44,9.44
423,100136,27,Falafel Plate,Entree,1,15.29,15.29
424,100136,22,Salmon Bowl,Entree,1,27.18,27.18
425,100137,19,Fish Tacos,Entree,1,28.47,28.47
426,100137,7,Mozzarella Sticks,Appetizer,1,12.69,12.69
427,100137,60,Espresso (Vegan),Beverage,1,3.62,3.62
428,100137,15,Margherita Pizza,Entree,1,25.28,25.28
429,100137,23,Veggie Stir Fry,Entree,1,19.64,19.64
430,100138,44,Milkshake,Beverage,1,5.25,5.25
431,100138,22,Salmon Bowl,Entree,1,27.41,27.41
432,100139,17,Cheeseburger,Entree,2,17.73,35.46
433,100139,40,IPA Pint,Beverage,1,7.84,7.84
434,100140,24,Chicken Parmesan,Entree,1,15.65,15.65
435,100140,41,Red Wine Glass,Beverage,1,8.53,8.53
436,100140,26,Shrimp Scampi,Entree,1,19.09,19.09
437,100140,12,Cobb Salad,Salad,1,11.83,11.83
438,100140,28,Beef Ramen,Entree,1,15.17,15.17
439,100141,39,Espresso,Beverage,1,9.78,9.78
440,100141,24,Chicken Parmesan,Entree,1,15.87,15.87
441,100141,15,Margherita Pizza,Entree,1,25.94,25.94
442,100142,7,Mozzarella Sticks,Appetizer,1,12.21,12.21
443,100142,22,Salmon Bowl,Entree,1,26.03,26.03
444,100143,32,Ice Cream Sundae,Dessert,2,10.89,21.78
445,100144,39,Espresso,Beverage,1,9.8,9.8
446,100144,7,Mozzarella Sticks,Appetizer,2,12.4,24.8
447,100144,24,Chicken Parmesan,Entree,1,16.62,16.62
448,100144,40,IPA Pint,Beverage,1,7.52,7.52
449,100144,42,White Wine Glass,Beverage,1,3.47,3.47
450,100145,22,Salmon Bowl,Entree,1,26.12,26.12
451,100145,44,Milkshake,Beverage,1,5.44,5.44
452,100145,25,Short Rib Sandwich,Entree,1,30.73,30.73
